,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent_len,consequents_len
5386,"frozenset({'Gender = M', 'Product = P00057542'})",frozenset({'Product = P00000142'}),0.08521473434051943,0.19181802749957563,0.03734510269903242,0.43824701195219123,2.284701900363149,0.02099938044393363,1.4386785467915357,2,1
5387,"frozenset({'Gender = M', 'Product = P00000142'})",frozenset({'Product = P00057542'}),0.13376336784926157,0.12154133423866915,0.03734510269903242,0.27918781725888325,2.2970606584805604,0.02108732449837527,1.2187067405280436,2,1
5398,"frozenset({'Gender = M', 'Product = P00000142'})",frozenset({'Product = P00062842'}),0.13376336784926157,0.14225089118995077,0.03819385503310134,0.28553299492385786,2.0072492519050678,0.019165896747974673,1.2005440457234793,2,1
5400,"frozenset({'Gender = M', 'Product = P00000142'})",frozenset({'Product = P00100442'}),0.13376336784926157,0.12052283143778646,0.033271091495501615,0.24873096446700513,2.06376635447201,0.017149551659654438,1.1706554203159196,2,1
5402,"frozenset({'Gender = M', 'Product = P00000142'})",frozenset({'Product = P00106042'}),0.13376336784926157,0.1514174163978951,0.04158886436937702,0.3109137055837564,2.0533549771232162,0.021334760800960563,1.2314605448958724,2,1
5410,"frozenset({'Gender = M', 'Product = P00139942'})",frozenset({'Product = P00000142'}),0.08436598200645051,0.19181802749957563,0.03344084196231539,0.3963782696177062,2.066428660458325,0.017257925705773367,1.3388881344423698,2,1
5411,"frozenset({'Gender = M', 'Product = P00000142'})",frozenset({'Product = P00139942'}),0.13376336784926157,0.11118655576302836,0.03344084196231539,0.25,2.248473282442748,0.018568153803892998,1.185084592315962,2,1
5414,"frozenset({'Gender = M', 'Product = P00000142'})",frozenset({'Product = P00174442'}),0.13376336784926157,0.12120183330504158,0.033271091495501615,0.24873096446700513,2.0522046382004584,0.017058726083114456,1.1697516137763975,2,1
5416,"frozenset({'Gender = M', 'Product = P00000142'})",frozenset({'Product = P00249642'}),0.13376336784926157,0.1210320828382278,0.03310134102868783,0.24746192893401017,2.0445977887100337,0.016911682010435664,1.1680045846938896,2,1
5418,"frozenset({'Product = P00289942', 'Gender = M'})",frozenset({'Product = P00000142'}),0.10049227635375997,0.19181802749957563,0.039721609234425394,0.3952702702702703,2.060652355895719,0.02044537900530491,1.3364349936319866,2,1
5419,"frozenset({'Gender = M', 'Product = P00000142'})",frozenset({'Product = P00289942'}),0.13376336784926157,0.14055338652181293,0.039721609234425394,0.2969543147208122,2.1127510483337013,0.020920714890648687,1.222461970073667,2,1
5422,"frozenset({'Gender = M', 'Product = P00000142'})",frozenset({'Product = P00319042'}),0.13376336784926157,0.10897979969444915,0.031064335426922423,0.23223350253807107,2.1309775131647615,0.01648683039225498,1.1605354013897091,2,1
5424,"frozenset({'Gender = M', 'Product = P00010742'})",frozenset({'Product = P00000642'}),0.17925649295535562,0.08691223900865727,0.03259208962824648,0.18181818181818185,2.091974431818182,0.017012506468656922,1.1159961523227522,2,1
5426,"frozenset({'Product = P00044442', 'Gender = M'})",frozenset({'Product = P00000642'}),0.1453063995925989,0.08691223900865727,0.03276184009506026,0.22546728971962612,2.5941949291764015,0.020132935564180846,1.1788885722603157,2,1
5427,"frozenset({'Gender = M', 'Product = P00000642'})",frozenset({'Product = P00044442'}),0.07485995586487863,0.18655576302834834,0.03276184009506026,0.437641723356009,2.345902995714512,0.018796283908419344,1.4464875342923322,2,1
5430,"frozenset({'Product = P00046742', 'Gender = M'})",frozenset({'Product = P00000642'}),0.18944152096418265,0.08691223900865727,0.033271091495501615,0.1756272401433692,2.0207423275089607,0.016806304747299015,1.1076151535503678,2,1
5432,"frozenset({'Product = P00057642', 'Gender = M'})",frozenset({'Product = P00000642'}),0.1992870480393821,0.08691223900865727,0.035817348497708366,0.1797274275979557,2.0679185077725726,0.018496864947179826,1.1131516421639007,2,1
5434,"frozenset({'Gender = M', 'Product = P00058042'})",frozenset({'Product = P00000642'}),0.17280597521643185,0.08691223900865727,0.03123408589373621,0.1807465618860511,2.079644523575639,0.016215131673601578,1.1145363797232457,2,1
5436,"frozenset({'Product = P00059442', 'Gender = M'})",frozenset({'Product = P00000642'}),0.17552198268545238,0.08691223900865727,0.031913087760991346,0.18181818181818185,2.091974431818182,0.016658079250559905,1.1159961523227522,2,1
5438,"frozenset({'Gender = M', 'Product = P00145042'})",frozenset({'Product = P00000642'}),0.18434900695976913,0.08691223900865727,0.032931590561874044,0.17863720073664824,2.055374510819521,0.016909405607977965,1.111674112597083,2,1
5440,"frozenset({'Gender = M', 'Product = P00000642'})",frozenset({'Product = P00147942'}),0.07485995586487863,0.15175691733152266,0.03140383636054999,0.419501133786848,2.764296620960091,0.02004332022692217,1.4612312478781189,2,1
5441,"frozenset({'Gender = M', 'Product = P00147942'})",frozenset({'Product = P00000642'}),0.1220505856391105,0.08691223900865727,0.03140383636054999,0.2573018080667594,2.960478420549374,0.020796146690337025,1.2294196632074446,2,1
5444,"frozenset({'Gender = M', 'Product = P00184942'})",frozenset({'Product = P00000642'}),0.1919877779663894,0.08691223900865727,0.034119843829570534,0.1777188328912467,2.0448078995358094,0.017433756184214673,1.1104325351410844,2,1
5446,"frozenset({'Product = P00237542', 'Gender = M'})",frozenset({'Product = P00000642'}),0.18536750976065183,0.08691223900865727,0.03361059242912918,0.1813186813186813,2.0862272493131866,0.017499887116371796,1.1153152516807006,2,1
5448,"frozenset({'Gender = M', 'Product = P00270942'})",frozenset({'Product = P00000642'}),0.16550670514343915,0.08691223900865727,0.03361059242912918,0.20307692307692304,2.3365745192307688,0.019226034114167227,1.145766495452457,2,1
5449,"frozenset({'Gender = M', 'Product = P00000642'})",frozenset({'Product = P00270942'}),0.07485995586487863,0.19368528263452725,0.03361059242912918,0.44897959183673464,2.3180883220948325,0.019111320719431925,1.46331189447808,2,1
5452,"frozenset({'Product = P00001042', 'Gender = M'})",frozenset({'Product = P00044442'}),0.07112544559497538,0.18655576302834834,0.030215583092853507,0.4248210023866349,2.2771797316284497,0.0169467213191516,1.4142453746519588,2,1
5453,"frozenset({'Product = P00044442', 'Gender = M'})",frozenset({'Product = P00001042'}),0.1453063995925989,0.08385673060600916,0.030215583092853507,0.20794392523364486,2.4797523553672103,0.018030663486887824,1.1566646587039175,2,1
5456,"frozenset({'Product = P00001042', 'Gender = M'})",frozenset({'Product = P00046742'}),0.07112544559497538,0.24053641147513155,0.03598709896452215,0.5059665871121718,2.1034927061946394,0.01887883951653707,1.5372717081735257,2,1
5457,"frozenset({'Product = P00046742', 'Gender = M'})",frozenset({'Product = P00001042'}),0.18944152096418265,0.08385673060600916,0.03598709896452215,0.18996415770609318,2.2653418077866294,0.02010115237543605,1.1309910272607233,2,1
5460,"frozenset({'Product = P00001042', 'Gender = M'})",frozenset({'Product = P00057642'}),0.07112544559497538,0.24274316754371075,0.03479884569682567,0.48926014319809075,2.015546505999967,0.017533629740143476,1.4826664149494637,2,1
5461,"frozenset({'Product = P00057642', 'Gender = M'})",frozenset({'Product = P00001042'}),0.1992870480393821,0.08385673060600916,0.03479884569682567,0.17461669505962524,2.082321762340592,0.0180872853961204,1.1099609889252273,2,1
5464,"frozenset({'Product = P00001042', 'Gender = M'})",frozenset({'Product = P00062842'}),0.07112544559497538,0.14225089118995077,0.03344084196231539,0.4701670644391408,3.305195914810237,0.023323183940147787,1.6189048495108587,2,1
5465,"frozenset({'Gender = M', 'Product = P00062842'})",frozenset({'Product = P00001042'}),0.11407231369886267,0.08385673060600916,0.03344084196231539,0.29315476190476186,3.495900207248891,0.0238751106828657,1.2961016358584458,2,1
5468,"frozenset({'Gender = M', 'Product = P00145042'})",frozenset({'Product = P00001042'}),0.18434900695976913,0.08385673060600916,0.033271091495501615,0.18047882136279927,2.152228211838564,0.017812186481390945,1.1179006635526674,2,1
5470,"frozenset({'Gender = M', 'Product = P00184942'})",frozenset({'Product = P00001042'}),0.1919877779663894,0.08385673060600916,0.034119843829570534,0.1777188328912467,2.1193150699642396,0.018020376452996714,1.1141484276178533,2,1
5472,"frozenset({'Product = P00237542', 'Gender = M'})",frozenset({'Product = P00001042'}),0.18536750976065183,0.08385673060600916,0.032931590561874044,0.17765567765567766,2.1185619373878484,0.01738727723276829,1.1140628621138509,2,1
5474,"frozenset({'Product = P00001042', 'Gender = M'})",frozenset({'Product = P00242742'}),0.07112544559497538,0.20268205737565778,0.03174333729417756,0.4463007159904535,2.2019744706028153,0.017327485649227536,1.4399836981017216,2,1
5475,"frozenset({'Gender = M', 'Product = P00242742'})",frozenset({'Product = P00001042'}),0.15922593787132916,0.08385673060600916,0.03174333729417756,0.19936034115138593,2.3773922464024584,0.018391170716612358,1.1442641633709232,2,1
5478,"frozenset({'Product = P00001042', 'Gender = M'})",frozenset({'Product = P00270942'}),0.07112544559497538,0.19368528263452725,0.03310134102868783,0.46539379474940334,2.402835096291617,0.019325388996118333,1.5082404757863084,2,1
5479,"frozenset({'Gender = M', 'Product = P00270942'})",frozenset({'Product = P00001042'}),0.16550670514343915,0.08385673060600916,0.03310134102868783,0.19999999999999998,2.3850202429149796,0.01922248984198626,1.1451790867424885,2,1
5482,"frozenset({'Gender = M', 'Product = P00002142'})",frozenset({'Product = P00036842'}),0.09726701748429809,0.14683415379392292,0.03395009336275675,0.34904013961605584,2.377104580899636,0.019667973158391132,1.310627425941239,2,1
5483,"frozenset({'Gender = M', 'Product = P00036842'})",frozenset({'Product = P00002142'}),0.11152605669665591,0.12357833984043456,0.03395009336275675,0.30441400304414007,2.4633281482596554,0.020167888427233834,1.2599759972097035,2,1
5486,"frozenset({'Product = P00037142', 'Gender = M'})",frozenset({'Product = P00002142'}),0.09777626888473943,0.12357833984043456,0.031913087760991346,0.3263888888888889,2.641149648962149,0.01983005877642331,1.3010795779688393,2,1
5487,"frozenset({'Gender = M', 'Product = P00002142'})",frozenset({'Product = P00037142'}),0.09726701748429809,0.1262943473094551,0.031913087760991346,0.3280977312390925,2.5978813638837286,0.01962881327307456,1.3003463350433304,2,1
5490,"frozenset({'Product = P00044442', 'Gender = M'})",frozenset({'Product = P00002142'}),0.1453063995925989,0.12357833984043456,0.03615684943133594,0.24883177570093457,2.0135549322173154,0.01820012580149177,1.1667448539604792,2,1
5492,"frozenset({'Gender = M', 'Product = P00057942'})",frozenset({'Product = P00002142'}),0.10626379222542862,0.12357833984043456,0.030215583092853507,0.2843450479233227,2.3009295018080964,0.017083680064486163,1.2246427662051071,2,1
5493,"frozenset({'Gender = M', 'Product = P00002142'})",frozenset({'Product = P00057942'}),0.09726701748429809,0.13138686131386862,0.030215583092853507,0.31064572425828973,2.364359123521427,0.0174359749562304,1.2600388062459575,2,1
